31;1385423.270;4918607.839;10.220;C24X;;;;;;
32;1385423.296;4918607.762;10.855;C24X-OBS;;;;;;
33;1383527.340;4906682.520;173.150;STEV;;;;;;
1000;1387533.670;4915140.710;14.283;PKTEMP;;;;;;
1000;1387623.240;4912021.121;10.915;ET158;;;;;;
1001;1385627.846;4918495.779;13.871;STKBM135;FILL;0.34;;;;
1001;1387532.631;4915140.625;15.117;PKTEMP-OBS;;;;;;
1001;1387533.670;4915140.710;14.283;PKTEMP-OBS;;;;;;
1002;1387530.034;4915140.585;15.124;TMP1;;;;;;
1002;1387531.073;4915140.670;14.290;TMP1;;;;;;
2000;1387533.670;4915140.710;14.283;PKTEMP-2;;;;;;
2000;1387534.709;4915140.795;13.449;PKTEMP-2;;;;;;
2001;1387531.099;4915140.626;14.282;BRIAN;CHECK;PT;;;;
1L;1387049.898;4915516.583;12.347;SO;;;;;;
1L;1387050.002;4915515.651;14.417;SO;;;;;;
1M;1387043.615;4915507.994;9.577;SO;;;;;;
1M;1387043.720;4915507.061;11.646;SO;;;;;;
300TMP1;1387531.130;4915140.600;14.257;;;;;;;
aeyf;4903747.200;1379802.470;8.075;bm;;;;;;
aeyf_gps;4903747.200;1379802.470;8.075;bm;gps;;;;;
bm;135_vt;4918495.867;1385627.788;13.898;BM135_vt;;;;;
bm;135_vt;4918495.867;1385627.788;13.898;BM135_vt;;;;;
bm;WT140;4915632.929;1386686.869;10.686;WT140;obs;;;;
bm;WT140;4915632.929;1386686.869;10.686;WT140;obs;;;;
bm;aeyf;ck;4903747.208;1379802.514;7.762;bm;;;;
bm;boat;rmp;4902764.130;1379523.15;6.61;bm;;;;
bm;et158;4912021.082;1387623.271;10.943;ET158;hz;;;;
bm;et158;4912021.082;1387623.271;10.943;ET158;hz;;;;
bm;et159_vt;4912021.067;1387623.270;10.952;et158_vt;;;;;
bm;et159_vt;4912021.067;1387623.270;10.952;et158_vt;;;;;
bm;lt11_pk;4902764.130;1379523.150;6.61;bm;lt11_pk;;;;
bm;lt14_pl;4900154.550;1381223.690;6.031;bm;lt14_pk;;;;
bm;steve;ck;end;4906682.515;1383527.347;178.559;;;;
bm;steve;gps1;4906682.520;1383527.34;178.557;bm;;;;
bm;steve_gps;4906692.234;1383517.016;176.991;IS;Steve_Base;;;;
bm;steve_pk;4906682.520;1383527.340;178.557;bm;steve;;;;
bm_WT175;4913573.395;1387646.101;12.071;wt175;obs;;;;;
bm_WT175;4913573.395;1387646.101;12.071;wt175;obs;;;;;
BM13;1387747.445;4914711.857;14.115;;;;;;;
BM13;4914711.857;1387747.445;14.115;;;;;;;
BM13;4914711.857;1387747.445;14.115;;;;;;;
BM135;1385627.830;4918495.795;14.213;;;;;;;
BM135;4918495.795;1385627.830;14.213;;;;;;;
BM135;4918495.795;1385627.830;14.213;;;;;;;
BM136;1385518.768;4918341.233;14.177;;;;;;;
BM136;4918341.233;1385518.768;14.177;;;;;;;
BM136;4918341.233;1385518.768;14.177;;;;;;;
bm14;hz;4900154.268;1381223.622;6.109;bm14;hz;;;;
bm14;vt;4900154.274;1381223.611;6.139;bm14;vt;;;;
BM14;1387622.930;4914931.762;11.031;;;;;;;
BM14;4914931.762;1387622.930;11.031;;;;;;;
BM14;4914931.762;1387622.930;11.031;;;;;;;
BM144;1385709.415;4918634.950;15.119;;;;;;;
BM144;4918634.950;1385709.415;15.119;;;;;;;
BM144;4918634.950;1385709.415;15.119;;;;;;;
BM146;1386009.338;4919258.201;12.100;;;;;;;
BM146;4919258.201;1386009.338;12.100;;;;;;;
BM146;4919258.201;1386009.338;12.100;;;;;;;
BM147;1386669.953;4919465.559;13.301;;;;;;;
BM147;4919465.559;1386669.953;13.301;;;;;;;
BM147;4919465.559;1386669.953;13.301;;;;;;;
BM15;1387533.859;4915135.903;14.374;;;;;;;
BM15;4915135.903;1387533.859;14.374;;;;;;;
BM15;4915135.903;1387533.859;14.374;;;;;;;
BM15;4915135.903;1387533.859;14.374;;;;;;;
BM15;4915135.903;1387533.859;14.374;;;;;;;
BM156;1385817.306;4918977.227;17.327;;;;;;;
BM156;4918977.227;1385817.306;17.327;;;;;;;
BM156;4918977.227;1385817.306;17.327;;;;;;;
bm15start;4915135.980;1387533.730;14.149;bm15start;;;;;;
bm15start;4915135.980;1387533.730;14.149;bm15start;;;;;;
BM16;1387304.227;4915368.688;12.775;;;;;;;
BM16;4915368.688;1387304.227;12.775;;;;;;;
BM16;4915368.688;1387304.227;12.775;;;;;;;
BM17;1387044.834;4915506.598;9.511;;;;;;;
BM17;4915506.598;1387044.834;9.511;;;;;;;
BM17;4915506.598;1387044.834;9.511;;;;;;;
BM18;1386891.708;4915673.940;13.386;;;;;;;
BM18;4915673.940;1386891.708;13.386;;;;;;;
BM18;4915673.940;1386891.708;13.386;;;;;;;
BM19;1386934.822;4915908.808;11.918;;;;;;;
BM19;4915908.808;1386934.822;11.918;;;;;;;
BM19;4915908.808;1386934.822;11.918;;;;;;;
BM20;1387111.561;4916166.475;12.257;;;;;;;
BM20;4916166.475;1387111.561;12.257;;;;;;;
BM20;4916166.475;1387111.561;12.257;;;;;;;
BM21;1387104.995;4916522.703;12.298;;;;;;;
BM21;4916522.703;1387104.995;12.298;;;;;;;
BM21;4916522.703;1387104.995;12.298;;;;;;;
BM22;1386891.028;4916746.297;13.197;;;;;;;
BM22;4916746.297;1386891.028;13.197;;;;;;;
BM22;4916746.297;1386891.028;13.197;;;;;;;
BM23;1386371.347;4916602.878;10.986;;;;;;;
BM23;4916602.878;1386371.347;10.986;;;;;;;
BM23;4916602.878;1386371.347;10.986;;;;;;;
BM24;1386765.036;4917113.897;13.982;;;;;;;
BM24;4917113.897;1386765.036;13.982;;;;;;;
BM24;4917113.897;1386765.036;13.982;;;;;;;
BM25;1386351.066;4917169.252;11.220;;;;;;;
BM25;4917169.252;1386351.066;11.220;;;;;;;
BM25;4917169.252;1386351.066;11.220;;;;;;;
BM26;1386284.899;4917501.013;11.274;;;;;;;
BM26;4917501.013;1386284.899;11.274;;;;;;;
BM26;4917501.013;1386284.899;11.274;;;;;;;
BM27;1386118.890;4917828.872;14.961;;;;;;;
BM27;4917828.872;1386118.890;14.961;;;;;;;
BM27;4917828.872;1386118.890;14.961;;;;;;;
BM28;1385685.156;4917630.099;15.755;;;;;;;
BM28;4917630.099;1385685.156;15.755;;;;;;;
BM28;4917630.099;1385685.156;15.755;;;;;;;
BM29;1385543.787;4917826.907;15.333;;;;;;;
BM29;4917826.907;1385543.787;15.333;;;;;;;
BM29;4917826.907;1385543.787;15.333;;;;;;;
BM30;1385435.608;4918179.566;15.490;;;;;;;
BM30;4918179.566;1385435.608;15.490;;;;;;;
BM30;4918179.566;1385435.608;15.490;;;;;;;
bria;ck;4915138.563;1387529.541;14.018;ck;31oct;;;;
bria;4915138.572;1387529.520;14.029;bm;is;new;;;;
bria;4915138.572;1387529.520;14.029;bm;is;new;;;;
BRIA;1397529.520;4915138.572;14.029;BASE;STATION;;;;;
ET124;1389978.482;4915820.585;11.429;;;;;;;
ET124;4915820.585;1389978.482;11.429;;;;;;;
ET124;4915820.585;1389978.482;11.429;;;;;;;
ET125;1389213.541;4915551.356;13.375;;;;;;;
ET125;4915551.356;1389213.541;13.375;;;;;;;
ET125;4915551.356;1389213.541;13.375;;;;;;;
ET126;1388052.897;4912785.751;10.813;;;;;;;
ET126;4912785.751;1388052.897;10.813;;;;;;;
ET126;4912785.751;1388052.897;10.813;;;;;;;
ET127;1388038.883;4913247.765;11.383;;;;;;;
ET127;4913247.765;1388038.883;11.383;;;;;;;
ET127;4913247.765;1388038.883;11.383;;;;;;;
ET128;1388331.377;4913723.682;9.827;;;;;;;
ET128;4913723.682;1388331.377;9.827;;;;;;;
ET128;4913723.682;1388331.377;9.827;;;;;;;
ET129;1387742.150;4915239.448;11.463;;;;;;;
ET129;4915239.448;1387742.150;11.463;;;;;;;
ET129;4915239.448;1387742.150;11.463;;;;;;;
ET130;1387570.573;4915381.471;11.296;;;;;;;
ET130;4915381.471;1387570.573;11.296;;;;;;;
ET130;4915381.471;1387570.573;11.296;;;;;;;
ET149;1390399.771;4916034.145;12.199;;;;;;;
ET149;4916034.145;1390399.771;12.199;;;;;;;
ET149;4916034.145;1390399.771;12.199;;;;;;;
ET150;1391257.483;4916408.960;13.705;;;;;;;
ET150;4916408.960;1391257.483;13.705;;;;;;;
ET150;4916408.960;1391257.483;13.705;;;;;;;
ET151;1391835.257;4916523.848;15.299;;;;;;;
ET151;4916523.848;1391835.257;15.299;;;;;;;
ET151;4916523.848;1391835.257;15.299;;;;;;;
ET152;1392144.552;4916593.511;19.539;;;;;;;
ET152;4916593.511;1392144.552;19.539;;;;;;;
ET152;4916593.511;1392144.552;19.539;;;;;;;
ET158;1387623.316;4912020.970;11.191;;;;;;;
ET158;4912020.970;1387623.316;11.191;;;;;;;
ET158;4912020.970;1387623.316;11.191;;;;;;;
ET159;1387996.194;4912254.065;11.801;;;;;;;
ET159;4912254.065;1387996.194;11.801;;;;;;;
ET159;4912254.065;1387996.194;11.801;;;;;;;
ET160;1387464.017;4911846.057;11.253;;;;;;;
ET160;4911846.057;1387464.017;11.253;;;;;;;
ET160;4911846.057;1387464.017;11.253;;;;;;;
ET27;1387794.581;4912984.159;10.597;;;;;;;
ET27;4912984.159;1387794.581;10.597;;;;;;;
ET27;4912984.159;1387794.581;10.597;;;;;;;
ET28;1388104.573;4913359.858;11.190;;;;;;;
ET28;4913359.858;1388104.573;11.190;;;;;;;
ET28;4913359.858;1388104.573;11.190;;;;;;;
ET29;1388281.062;4913681.636;11.352;;;;;;;
ET29;4913681.636;1388281.062;11.352;;;;;;;
ET29;4913681.636;1388281.062;11.352;;;;;;;
ET30;1388450.326;4914019.579;11.915;;;;;;;
ET30;4914019.579;1388450.326;11.915;;;;;;;
ET30;4914019.579;1388450.326;11.915;;;;;;;
ET31;1388476.103;4914110.646;13.788;;;;;;;
ET31;4914110.646;1388476.103;13.788;;;;;;;
ET31;4914110.646;1388476.103;13.788;;;;;;;
ET32;1388361.654;4914325.310;11.727;;;;;;;
ET32;4914325.310;1388361.654;11.727;;;;;;;
ET32;4914325.310;1388361.654;11.727;;;;;;;
ET73;1386844.897;4917043.393;13.244;;;;;;;
ET73;4917043.393;1386844.897;13.244;;;;;;;
ET73;4917043.393;1386844.897;13.244;;;;;;;
ET74;1386838.371;4917429.316;13.778;;;;;;;
ET74;4917429.316;1386838.371;13.778;;;;;;;
ET74;4917429.316;1386838.371;13.778;;;;;;;
ET75;1386844.505;4917733.907;14.435;;;;;;;
ET75;4917733.907;1386844.505;14.435;;;;;;;
ET75;4917733.907;1386844.505;14.435;;;;;;;
ET76;1386935.522;4918063.819;16.581;;;;;;;
ET76;4918063.819;1386935.522;16.581;;;;;;;
ET76;4918063.819;1386935.522;16.581;;;;;;;
ET77;1396347.485;4918335.422;33.348;;;;;;;
ET77;4918335.422;1396347.485;33.348;;;;;;;
ET77;4918335.422;1396347.485;33.348;;;;;;;
henley2;4903655.074;1379163.715;7.006;base;is;;;;;
henley3;4903648.220;1379167.769;6.533;bm;;;;;;
is1;4902109.242;1380222.473;6.537;is1;base;;;;;
LH8L/1;1378913.820;4903067.669;5.446;W;;;;;;
LH8L/2;1378923.654;4903071.172;6.582;SO;;;;;;
LH8L/3;1378927.822;4903071.352;6.364;SO;;;;;;
LH9L/5;1379072.214;4902979.986;7.402;SO;;;;;;
LH9L/6;1379072.460;4902972.991;5.418;W;;;;;;
LH9R/1;1379072.714;4902812.680;10.877;RE;;;;;;
LH9R/2;1379072.661;4902818.000;11.152;RE;;;;;;
LH9R/3;1379072.780;4902823.617;10.764;TB;;;;;;
LH9R/4;1379072.728;4902833.468;5.426;W;;;;;;
lt11_;gps;ck;4902764.155;1379523.196;6.586;lt11;;;;
LT14AE;1381221.876;4900152.930;0.000;;;;;;;
LT14AE;4900152.930;1381221.876;0.000;;;;;;;
LT14AE;4900152.930;1381221.876;0.000;;;;;;;
LT14AS;1381422.589;4900326.492;0.000;;;;;;;
LT14AS;4900326.492;1381422.589;0.000;;;;;;;
LT14AS;4900326.492;1381422.589;0.000;;;;;;;
lt14r_100;4900152.974;1381221.793;5.590;so;bog;;;;;
lt14r_101;4900153.276;1381222.377;6.122;so;;;;;;
lt14r_102;4900154.806;1381223.921;6.287;re;;;;;;
lt14r_103;4900156.111;1381225.533;6.431;so;;;;;;
lt14r_104;4900157.249;1381227.103;6.357;re;;;;;;
lt14r_105;4900157.820;1381227.832;6.292;tb;rvr;;;;;
lt14r_106;4900159.234;1381229.357;5.499;wtr;;;;;;
lt14r_107;4902764.121;1379523.149;6.604;bm;lt11_pk_ck;end;;;;
LT24E;1382503.783;4896740.326;0.000;;;;;;;
LT24E;4896740.326;1382503.783;0.000;;;;;;;
LT24R;4896740.424;1382503.768;7.400;RE;;;;;;
LT24S;1382699.210;4896847.347;0.000;;;;;;;
LT24S;4896847.347;1382699.210;0.000;;;;;;;
LT25R;4896744.034;1382512.832;5.846;SO;;;;;;
LT26R;4896751.928;1382525.507;4.951;SO;;;;;;
LT27R;4896758.354;1382535.683;4.878;SO;;;;;;
LT28R;4896763.756;1382545.621;4.635;SO;;;;;;
LT29R;4896767.257;1382552.226;4.356;SO;;;;;;
LT30R;4896767.977;1382554.070;4.186;SO;;;;;;
LT8E;1378830.191;4903034.689;0.000;;;;;;;
LT8E;4903034.689;1378830.191;0.000;;;;;;;
LT8E;4903034.689;1378830.191;0.000;;;;;;;
lt8e_r100;4903034.667;1378830.017;6.105;LT8E;;;;;;
lt8e_r101;4903037.746;1378839.260;6.376;tb;dtch;;;;;
lt8e_r102;4903038.896;1378840.838;5.648;bb;dtch;;;;;
lt8e_r103;4903039.327;1378841.452;5.638;bb;dtch;;;;;
lt8e_r104;4903039.587;1378843.973;6.927;tb;dtch;;;;;
lt8e_r105;4903040.553;1378845.686;6.987;tb;rvr;;;;;
lt8e_r106;4903041.390;1378847.508;5.578;wtr;;;;;;
LT8S;1378923.800;4903071.493;0.000;;;;;;;
LT8S;4903071.493;1378923.800;0.000;;;;;;;
LT8S;4903071.493;1378923.800;0.000;;;;;;;
LT9E;1379072.601;4902818.257;0.000;;;;;;;
LT9E;4902818.257;1379072.601;0.000;;;;;;;
LT9E;4902818.257;1379072.601;0.000;;;;;;;
LT9S;1379073.207;4902976.626;0.000;;;;;;;
LT9S;4902976.626;1379073.207;0.000;;;;;;;
LT9S;4902976.626;1379073.207;0.000;;;;;;;
PEG;1382443.344;4907093.123;10.233;;;;;;;
PEG;4907093.123;1382443.344;10.233;;;;;;;
PEG_14_1;1382720.588;4907950.336;7.752;;;;;;;
PEG_14_B;1382700.968;4907949.286;8.552;;;;;;;
PEG_14-1;4907950.336;1382720.588;7.752;;;;;;;
PEG_14-B;4907949.286;1382700.968;8.552;;;;;;;
PEG10;1382679.156;4907078.555;7.207;;;;;;;
PEG10;4907002.110;1382483.450;10.527;;;;;;;
PEG10;4907078.555;1382679.156;7.207;;;;;;;
PEG11_1;1382442.114;4907091.921;10.263;;;;;;;
PEG11-1;4907091.921;1382442.114;10.263;;;;;;;
PEG12_A;1382479.480;4907239.512;7.580;;;;;;;
PEG12-A;4907239.512;1382479.480;7.580;;;;;;;
PeG12/2;4907213.953;1382301.262;9.973;;;;;;;
PEG12/2;1382301.262;4907213.953;9.973;;;;;;;
PEG13_2;1382483.438;4907002.149;8.617;;;;;;;
PEG13_A;1382791.736;4907460.246;6.914;;;;;;;
PEG13-2;4907002.149;1382483.438;8.617;;;;;;;
PEG13-A;4907460.246;1382791.736;6.914;;;;;;;
PEG14_A;1382924.140;4907881.914;8.743;;;;;;;
PEG14-A;4907881.914;1382924.140;8.743;;;;;;;
PEG15_1;1382910.858;4908562.607;9.039;;;;;;;
PEG15-1;4908562.607;1382910.858;9.039;;;;;;;
PEG16_1;1384033.916;4909046.421;9.335;;;;;;;
PEG16_C;1383825.267;4909242.831;11.251;;;;;;;
PEG16_D;1383989.289;4909088.433;8.718;;;;;;;
PEG16-1;4909046.421;1384033.916;9.335;;;;;;;
PEG16-C;4909242.831;1383825.267;11.251;;;;;;;
PEG16-D;4909088.433;1383989.289;8.718;;;;;;;
PEG17_X;1383999.516;4909349.185;11.112;;;;;;;
PEG17-X;4909349.185;1383999.516;11.112;;;;;;;
PEG18_2;1384165.434;4909666.000;8.784;;;;;;;
PEG18_X;1384088.806;4909732.819;11.249;;;;;;;
PEG18-2;4909666.000;1384165.434;8.784;;;;;;;
PEG18-X;4909732.819;1384088.806;11.249;;;;;;;
PEG19_1;1384646.052;4910136.312;11.375;;;;;;;
PEG19-1;4910136.312;1384646.052;11.375;;;;;;;
PEG1A;1379576.999;4903774.663;7.386;;;;;;;
PEG1A;4903774.663;1379576.999;7.386;;;;;;;
PEG2_0;1380356.678;4904208.779;7.670;;;;;;;
PEG2_1;1380314.290;4904268.110;8.094;;;;;;;
PEG2-0;4904208.779;1380356.678;7.670;;;;;;;
PEG2-1;4904268.110;1380314.290;8.094;;;;;;;
PEG20_2;1385331.547;4910404.499;9.051;;;;;;;
PEG20_A;1385478.351;4910252.817;9.540;;;;;;;
PEG20-2;4910404.499;1385331.547;9.051;;;;;;;
PEG20-A;4910252.817;1385478.351;9.540;;;;;;;
PEG21_1;1385427.875;4910908.663;12.050;;;;;;;
PEG21_A;1385450.686;4910884.812;8.069;;;;;;;
PEG21-1;4910603.362;1385139.070;11.534;;;;;;;
PEG21-1;4910908.663;1385427.875;12.050;;;;;;;
PEG21-A;4910884.812;1385450.686;8.069;;;;;;;
PEG22_1;1385671.754;4911078.478;12.111;;;;;;;
PEG22_2;1385851.486;4910912.016;9.709;;;;;;;
PEG22-1;4911078.478;1385671.754;12.111;;;;;;;
PEG22-2;4910912.016;1385851.486;9.709;;;;;;;
PEG23A;1385782.506;4911621.042;12.963;;;;;;;
PEG23A;4911621.042;1385782.506;12.963;;;;;;;
PEG23B;1385797.872;4911604.773;8.872;;;;;;;
PEG23B;4911604.773;1385797.872;8.872;;;;;;;
PEG24_1;1386183.984;4911679.391;12.365;;;;;;;
PEG24_A;1386200.492;4911658.998;10.743;;;;;;;
PEG24-1;4911679.391;1386183.984;12.365;;;;;;;
PEG24-A;4911658.998;1386200.492;10.743;;;;;;;
PEG25_1;1386707.620;4911844.085;12.488;;;;;;;
PEG25_A;1386812.589;4911532.233;10.789;;;;;;;
PEG25-1;4911844.085;1386707.620;12.488;;;;;;;
PEG25-A;4911532.233;1386812.589;10.789;;;;;;;
PEG26_1;1387241.422;4911797.253;11.341;;;;;;;
PEG26-1;4911797.253;1387241.422;11.341;;;;;;;
PeG26/1;4912008.452;1387070.004;12.547;;;;;;;
PEG26/1;1387070.004;4912008.452;12.547;;;;;;;
PeG26/A;4911779.121;1387256.141;8.210;;;;;;;
PEG26/A;1387256.141;4911779.121;8.210;;;;;;;
PEG3_A;1381014.239;4904917.823;8.223;;;;;;;
PEG3_B;1381092.739;4904837.868;6.767;;;;;;;
PEG3-A;4904917.823;1381014.239;8.223;;;;;;;
PEG3-B;4904837.868;1381092.739;6.767;;;;;;;
PEG4_1;1381486.249;4905248.871;6.875;;;;;;;
PEG4_A;1381386.018;4905444.137;6.776;;;;;;;
PEG4_B;1381522.786;4905177.691;7.131;;;;;;;
PEG4-1;4905248.871;1381486.249;6.875;;;;;;;
PEG4-A;4905444.137;1381386.018;6.776;;;;;;;
PeG4-B;4905177.691;1381522.786;7.131;;;;;;;
PEG5_A;1381897.660;4905482.574;9.715;;;;;;;
PEG5_B;1381883.998;4905501.102;7.236;;;;;;;
PEG5-A;4905482.574;1381897.660;9.715;;;;;;;
PEG5-B;4905501.102;1381883.998;7.236;;;;;;;
PEG6A;1382446.043;4905985.871;7.435;;;;;;;
PEG6A;4905985.871;1382446.043;7.435;;;;;;;
PEG6B;1382442.382;4905988.458;6.925;;;;;;;
PEG6B;4905988.458;1382442.382;6.925;;;;;;;
PEG7A;1382463.955;4906378.182;8.175;;;;;;;
PEG7A;4906378.182;1382463.955;8.175;;;;;;;
PEG7B;1382433.880;4906396.110;6.747;;;;;;;
PEG7B;4906396.110;1382433.880;6.747;;;;;;;
PEG8_0;1382486.607;4906826.338;6.978;;;;;;;
PEG8_1;1382527.490;4906801.964;8.806;;;;;;;
PEG8-0;4906826.338;1382486.607;6.978;;;;;;;
PEG8-1;4906801.964;1382527.490;8.806;;;;;;;
PEG9_1;1382474.959;4906902.531;8.762;;;;;;;
PEG9_A;1382834.499;4906921.930;7.104;;;;;;;
PEG9-1;4906902.531;1382474.959;8.762;;;;;;;
PEG9-A;4906921.930;1382834.499;7.104;;;;;;;
pk;tmp1;4915140.706;1387533.668;14.283;pk;tmp;;;;
S144R/1;1385829.331;4918589.550;19.931;SO;;;;;;
S144R/10;1385689.715;4918646.106;10.202;W;;;;;;
S144R/11;1385685.896;4918643.819;9.955;W;;;;;;
S144R/2;1385796.797;4918601.464;20.017;SO;;;;;;
S144R/3;1385793.186;4918602.919;19.967;BRIDGE;;;;;;
S144R/4;1385777.873;4918610.236;15.305;SO;;;;;;
S144R/5;1385758.657;4918617.546;14.855;SO;;;;;;
S144R/6;1385739.644;4918624.255;14.961;SO;;;;;;
S144R/7;1385722.477;4918630.377;14.871;SO;;;;;;
S144R/8;1385707.767;4918636.113;15.011;TB;;;;;;
S144R/9;1385702.833;4918638.063;12.238;BB;;;;;;
SPILL1;4917202.791;1393838.213;23.897;G. St. SPILLWAY;;;;;;
SPILL10;4917174.142;1393766.546;23.028;G. St. SPILLWAY;;;;;;
SPILL100;4916813.764;1392900.456;20.062;G. St. SPILLWAY;;;;;;
SPILL101;4916813.793;1392889.139;20.071;G. St. SPILLWAY;;;;;;
SPILL102;4916813.629;1392878.826;19.978;G. St. SPILLWAY;;;;;;
SPILL103;4916813.566;1392876.351;20.008;G. St. SPILLWAY;;;;;;
SPILL104;4916813.307;1392864.971;20.033;G. St. SPILLWAY;;;;;;
SPILL105;4916813.247;1392852.910;20.013;G. St. SPILLWAY;;;;;;
SPILL106;4916812.933;1392840.917;19.979;G. St. SPILLWAY;;;;;;
